,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare_1,business_fare_rs,first_fare_rs,economy_fare,business_fare,first_fare
562,DEL,IDR,14:30:00,4,1:30:00,16:00:00,4,AI636,AI,Air India,8179,,24687,98.148,,296.244
563,DEL,IDR,14:30:00,6,1:30:00,16:00:00,6,AI636,AI,Air India,8179,,17457,98.148,,209.484
564,DEL,IDR,14:30:00,3,1:30:00,16:00:00,3,AI636,AI,Air India,8179,,16857,98.148,,202.284
565,DEL,IDR,20:20:00,0,1:20:00,21:40:00,0,6E2042,6E,IndiGo,8578,,,102.936,,
566,DEL,IDR,17:50:00,1,1:25:00,19:15:00,1,6E2168,6E,IndiGo,8578,,,102.936,,
567,DEL,IDR,10:10:00,4,1:35:00,11:45:00,4,6E5042,6E,IndiGo,8578,,,102.936,,
568,DEL,IDR,10:10:00,1,1:35:00,11:45:00,1,6E5042,6E,IndiGo,8578,,,102.936,,
569,DEL,IXA,14:25:00,4,2:35:00,17:00:00,4,6E5401,6E,IndiGo,10366,,,124.392,,
570,DEL,IXA,14:25:00,3,2:35:00,17:00:00,3,6E5401,6E,IndiGo,10366,,,124.392,,
571,DEL,IXA,14:25:00,0,2:35:00,17:00:00,0,6E5401,6E,IndiGo,10366,,,124.392,,
572,DEL,IXA,14:25:00,1,2:35:00,17:00:00,1,6E5401,6E,IndiGo,10366,,,124.392,,
573,DEL,IXA,14:25:00,2,2:35:00,17:00:00,2,6E5401,6E,IndiGo,10366,,,124.392,,
574,DEL,IXA,14:25:00,5,2:35:00,17:00:00,5,6E5401,6E,IndiGo,10366,,,124.392,,
575,DEL,IXA,14:25:00,6,2:35:00,17:00:00,6,6E5401,6E,IndiGo,10366,,,124.392,,
576,DEL,PAT,18:55:00,6,1:55:00,20:50:00,6,SG8389,SG,SpiceJet,4904,,,58.848,,
577,DEL,PAT,9:35:00,6,1:55:00,11:30:00,6,SG724,SG,SpiceJet,4904,,,58.848,,
578,DEL,PAT,6:20:00,4,1:35:00,7:55:00,4,G8165,G8,Go First,5249,,,62.988,,
579,DEL,PAT,6:20:00,6,1:35:00,7:55:00,6,G8165,G8,Go First,5250,,,63,,
580,DEL,PAT,12:35:00,4,1:35:00,14:10:00,4,G8131,G8,Go First,5250,,,63,,
581,DEL,PAT,12:35:00,6,1:35:00,14:10:00,6,G8131,G8,Go First,5250,,,63,,
582,DEL,PAT,15:10:00,4,1:40:00,16:50:00,4,G8133,G8,Go First,5250,,,63,,
583,DEL,PAT,15:10:00,6,1:40:00,16:50:00,6,G8133,G8,Go First,5250,,,63,,
584,DEL,PAT,13:45:00,6,1:40:00,15:25:00,6,AI407,AI,Air India,7508,,23432,90.096,,281.184
585,DEL,PAT,16:45:00,6,1:50:00,18:35:00,6,AI415,AI,Air India,7508,,23432,90.096,,281.184
586,DEL,PAT,16:45:00,4,1:50:00,18:35:00,4,AI415,AI,Air India,7508,,23586,90.096,,283.032
587,DEL,PAT,13:45:00,5,1:40:00,15:25:00,5,AI407,AI,Air India,7574,,23432,90.888,,281.184
588,DEL,PAT,16:45:00,2,1:50:00,18:35:00,2,AI415,AI,Air India,7574,,22833,90.888,,273.996
589,DEL,PAT,16:45:00,3,1:50:00,18:35:00,3,AI415,AI,Air India,7574,,22833,90.888,,273.996
590,DEL,PAT,16:45:00,0,1:50:00,18:35:00,0,AI415,AI,Air India,7574,,22833,90.888,,273.996
591,DEL,PAT,16:45:00,1,1:50:00,18:35:00,1,AI415,AI,Air India,7574,,22833,90.888,,273.996
592,DEL,PAT,16:45:00,5,1:50:00,18:35:00,5,AI415,AI,Air India,7574,,23432,90.888,,281.184
593,DEL,PAT,8:00:00,1,1:35:00,9:35:00,1,UK717,UK,Vistara,7990,,26974,95.88,,323.688
594,DEL,PAT,8:00:00,6,1:35:00,9:35:00,6,UK717,UK,Vistara,7990,,12162,95.88,,145.944
595,DEL,PAT,8:00:00,4,1:35:00,9:35:00,4,UK717,UK,Vistara,7990,,12329,95.88,,147.948
596,DEL,PAT,18:15:00,1,1:40:00,19:55:00,1,UK715,UK,Vistara,7990,,26974,95.88,,323.688
597,DEL,PAT,13:45:00,4,1:40:00,15:25:00,4,AI407,AI,Air India,8107,,23018,97.284,,276.216
598,DEL,PAT,18:15:00,5,1:40:00,19:55:00,5,UK715,UK,Vistara,8176,,16476,98.112,,197.712
599,DEL,PAT,18:15:00,4,1:40:00,19:55:00,4,UK715,UK,Vistara,8176,,12329,98.112,,147.948
600,DEL,PAT,9:35:00,2,1:55:00,11:30:00,2,SG724,SG,SpiceJet,8176,,,98.112,,
601,BOM,DEL,12:10:00,1,2:10:00,14:20:00,1,G8321,G8,Go First,4984,,,59.808,,
602,BOM,DEL,6:00:00,1,2:05:00,8:05:00,1,G8329,G8,Go First,4985,,,59.82,,
603,BOM,DEL,6:00:00,2,2:05:00,8:05:00,2,G8329,G8,Go First,4985,,,59.82,,
604,BOM,DEL,12:10:00,2,2:10:00,14:20:00,2,G8321,G8,Go First,4985,,,59.82,,
605,BOM,DEL,23:00:00,2,2:10:00,1:10:00,3,G8345,G8,Go First,4985,,,59.82,,
606,BOM,DEL,8:05:00,2,2:10:00,10:15:00,2,G8327,G8,Go First,4985,,,59.82,,
607,BOM,DEL,23:00:00,1,2:10:00,1:10:00,2,G8345,G8,Go First,4985,,,59.82,,
608,BOM,DEL,21:15:00,2,2:15:00,23:30:00,2,G8322,G8,Go First,4985,,,59.82,,
609,BOM,DEL,7:20:00,5,2:15:00,9:35:00,5,SG8152,SG,SpiceJet,5269,,,63.228,,
610,BOM,DEL,16:00:00,3,2:20:00,18:20:00,3,SG8702,SG,SpiceJet,5269,,,63.228,,
611,BOM,DEL,19:35:00,3,2:20:00,21:55:00,3,SG8158,SG,SpiceJet,5269,,,63.228,,
612,BOM,DEL,19:35:00,2,2:20:00,21:55:00,2,SG8158,SG,SpiceJet,5269,,,63.228,,
613,BOM,DEL,0:35:00,5,2:25:00,3:00:00,5,SG712,SG,SpiceJet,5269,,,63.228,,
614,BOM,DEL,0:35:00,6,2:25:00,3:00:00,6,SG712,SG,SpiceJet,5269,,,63.228,,
615,BOM,DEL,7:20:00,3,2:15:00,9:35:00,3,SG8152,SG,SpiceJet,5329,,,63.948,,
616,BOM,DEL,19:35:00,5,2:20:00,21:55:00,5,SG8158,SG,SpiceJet,5329,,,63.948,,
617,BOM,DEL,19:35:00,0,2:20:00,21:55:00,0,SG8158,SG,SpiceJet,5329,,,63.948,,
618,BOM,DEL,16:00:00,5,2:20:00,18:20:00,5,SG8702,SG,SpiceJet,5329,,,63.948,,
619,BOM,DEL,16:00:00,0,2:20:00,18:20:00,0,SG8702,SG,SpiceJet,5329,,,63.948,,
620,BOM,DEL,16:00:00,2,2:20:00,18:20:00,2,SG8702,SG,SpiceJet,5329,,,63.948,,
621,BOM,DEL,0:35:00,3,2:25:00,3:00:00,3,SG712,SG,SpiceJet,5329,,,63.948,,
622,BOM,DEL,0:35:00,1,2:25:00,3:00:00,1,SG712,SG,SpiceJet,5329,,,63.948,,
623,BOM,DEL,0:35:00,2,2:25:00,3:00:00,2,SG712,SG,SpiceJet,5329,,,63.948,,
624,BOM,DEL,7:20:00,6,2:15:00,9:35:00,6,SG8152,SG,SpiceJet,5440,,,65.28,,
625,BOM,DEL,19:35:00,6,2:20:00,21:55:00,6,SG8158,SG,SpiceJet,5440,,,65.28,,
626,BOM,BLR,6:45:00,1,1:35:00,8:20:00,1,G8317,G8,Go First,4635,,,55.62,,
627,BOM,BLR,15:50:00,1,1:50:00,17:40:00,1,G8383,G8,Go First,4635,,,55.62,,
628,BOM,BLR,20:30:00,1,1:50:00,22:20:00,1,G8398,G8,Go First,4635,,,55.62,,
629,BOM,BLR,21:20:00,4,1:50:00,23:10:00,4,I51569,I5,AirAsia India,4836,,,58.032,,
630,BOM,BLR,21:20:00,0,1:50:00,23:10:00,0,I51569,I5,AirAsia India,4836,,,58.032,,
631,BOM,BLR,21:20:00,1,1:50:00,23:10:00,1,I51569,I5,AirAsia India,4836,,,58.032,,
632,BOM,BLR,21:20:00,2,1:50:00,23:10:00,2,I51569,I5,AirAsia India,4836,,,58.032,,
633,BOM,BLR,6:45:00,2,1:35:00,8:20:00,2,G8317,G8,Go First,5114,,,61.368,,
634,BOM,BLR,20:30:00,4,1:50:00,22:20:00,4,G8398,G8,Go First,5114,,,61.368,,
635,BOM,BLR,6:45:00,4,1:35:00,8:20:00,4,G8317,G8,Go First,5116,,,61.392,,
636,BOM,BLR,15:50:00,4,1:50:00,17:40:00,4,G8383,G8,Go First,5116,,,61.392,,
637,BOM,MAA,5:45:00,1,2:00:00,7:45:00,1,G8305,G8,Go First,6344,,,76.128,,
638,BOM,MAA,19:35:00,6,1:55:00,21:30:00,6,SG251,SG,SpiceJet,6568,,,78.816,,
639,BOM,MAA,5:40:00,5,2:10:00,7:50:00,5,SG611,SG,SpiceJet,8811,,,105.732,,
640,BOM,MAA,9:00:00,6,1:55:00,10:55:00,6,AI671,AI,Air India,9428,,26534,113.136,,318.408
641,BOM,MAA,19:35:00,5,1:55:00,21:30:00,5,SG251,SG,SpiceJet,9511,,,114.132,,
642,BOM,MAA,9:00:00,2,1:55:00,10:55:00,2,AI671,AI,Air India,9512,,,114.144,,
643,BOM,MAA,9:00:00,0,1:55:00,10:55:00,0,AI671,AI,Air India,9512,,26534,114.144,,318.408
644,BOM,MAA,9:00:00,5,1:55:00,10:55:00,5,AI671,AI,Air India,9512,,,114.144,,
645,BOM,MAA,9:00:00,3,1:55:00,10:55:00,3,AI671,AI,Air India,9512,,25935,114.144,,311.22
646,BOM,MAA,9:00:00,4,1:55:00,10:55:00,4,AI671,AI,Air India,9512,,25935,114.144,,311.22
647,BOM,MAA,0:20:00,4,1:50:00,2:10:00,4,6E6094,6E,IndiGo,9900,,,118.8,,
648,BOM,MAA,19:40:00,1,1:55:00,21:35:00,1,6E5231,6E,IndiGo,9900,,,118.8,,
649,BOM,MAA,15:30:00,3,1:55:00,17:25:00,3,6E5337,6E,IndiGo,9900,,,118.8,,
650,BOM,MAA,5:35:00,4,1:55:00,7:30:00,4,6.00E+136,6E,IndiGo,9900,,,118.8,,
651,BOM,MAA,5:35:00,2,1:55:00,7:30:00,2,6.00E+136,6E,IndiGo,9900,,,118.8,,
652,BOM,MAA,19:40:00,4,1:55:00,21:35:00,4,6E5231,6E,IndiGo,9900,,,118.8,,
653,BOM,MAA,5:35:00,0,1:55:00,7:30:00,0,6.00E+136,6E,IndiGo,9900,,,118.8,,
654,BOM,MAA,5:35:00,3,1:55:00,7:30:00,3,6.00E+136,6E,IndiGo,9900,,,118.8,,
655,BOM,MAA,5:35:00,1,1:55:00,7:30:00,1,6.00E+136,6E,IndiGo,9900,,,118.8,,
656,BOM,MAA,19:40:00,2,1:55:00,21:35:00,2,6E5231,6E,IndiGo,9900,,,118.8,,
657,BOM,MAA,15:30:00,5,1:55:00,17:25:00,5,6E5337,6E,IndiGo,9900,,,118.8,,
658,BOM,MAA,19:40:00,0,1:55:00,21:35:00,0,6E5231,6E,IndiGo,9900,,,118.8,,
659,BOM,MAA,9:00:00,1,1:55:00,10:55:00,1,AI671,AI,Air India,26069,,26050,312.828,,312.6
660,BOM,COK,17:25:00,5,2:10:00,19:35:00,5,G8336,G8,Go First,8403,,,100.836,,
661,BOM,COK,17:25:00,1,2:10:00,19:35:00,1,G8336,G8,Go First,8403,,,100.836,,
662,BOM,COK,5:05:00,1,2:10:00,7:15:00,1,G8347,G8,Go First,8403,,,100.836,,
663,BOM,COK,5:05:00,5,2:10:00,7:15:00,5,G8347,G8,Go First,8405,,,100.86,,
664,BOM,COK,5:05:00,6,2:10:00,7:15:00,6,G8347,G8,Go First,8405,,,100.86,,
665,BOM,COK,17:25:00,6,2:10:00,19:35:00,6,G8336,G8,Go First,8405,,,100.86,,
666,BOM,COK,5:30:00,6,2:00:00,7:30:00,6,AI691,AI,Air India,9428,,22270,113.136,,267.24
667,BOM,COK,17:10:00,5,2:05:00,19:15:00,5,AI681,AI,Air India,9428,,49052,113.136,,588.624
668,BOM,COK,17:10:00,6,2:05:00,19:15:00,6,AI681,AI,Air India,9428,,22870,113.136,,274.44
669,BOM,COK,5:30:00,1,2:00:00,7:30:00,1,AI691,AI,Air India,9512,,22270,114.144,,267.24
670,BOM,COK,5:30:00,2,2:00:00,7:30:00,2,AI691,AI,Air India,9512,,22270,114.144,,267.24
671,BOM,COK,5:30:00,3,2:00:00,7:30:00,3,AI691,AI,Air India,9512,,22270,114.144,,267.24
672,BOM,COK,17:10:00,3,2:05:00,19:15:00,3,AI681,AI,Air India,9512,,22270,114.144,,267.24
673,BOM,COK,17:10:00,4,2:05:00,19:15:00,4,AI681,AI,Air India,9512,,22870,114.144,,274.44
674,BOM,COK,17:10:00,0,2:05:00,19:15:00,0,AI681,AI,Air India,9512,,22340,114.144,,268.08
675,BOM,COK,17:10:00,2,2:05:00,19:15:00,2,AI681,AI,Air India,9512,,22270,114.144,,267.24
676,BOM,COK,17:25:00,2,2:10:00,19:35:00,2,G8336,G8,Go First,9783,,,117.396,,
677,BOM,COK,17:25:00,0,2:10:00,19:35:00,0,G8336,G8,Go First,9783,,,117.396,,
678,BOM,COK,5:05:00,2,2:10:00,7:15:00,2,G8347,G8,Go First,9783,,,117.396,,
679,BOM,COK,17:25:00,4,1:55:00,19:20:00,4,6E5395,6E,IndiGo,9900,,,118.8,,
680,BOM,COK,17:25:00,2,1:55:00,19:20:00,2,6E5395,6E,IndiGo,9900,,,118.8,,
681,BOM,COK,17:25:00,3,1:55:00,19:20:00,3,6E5395,6E,IndiGo,9900,,,118.8,,
682,BOM,COK,17:25:00,1,1:55:00,19:20:00,1,6E5395,6E,IndiGo,9900,,,118.8,,
683,BOM,COK,17:25:00,5,1:55:00,19:20:00,5,6E5395,6E,IndiGo,9900,,,118.8,,
684,BOM,COK,17:25:00,3,2:10:00,19:35:00,3,G8336,G8,Go First,9900,,,118.8,,
685,BOM,HYD,21:20:00,2,1:20:00,22:40:00,2,UK869,UK,Vistara,6417,8164,,77.004,97.968,
686,BOM,HYD,21:20:00,5,1:20:00,22:40:00,5,UK869,UK,Vistara,6417,8164,,77.004,97.968,
687,BOM,HYD,21:20:00,0,1:20:00,22:40:00,0,UK869,UK,Vistara,6417,8164,19471,77.004,97.968,233.652
688,BOM,HYD,21:20:00,6,1:20:00,22:40:00,6,UK869,UK,Vistara,6417,7991,19471,77.004,95.892,233.652
689,BOM,HYD,6:20:00,6,1:30:00,7:50:00,6,UK873,UK,Vistara,6417,,19471,77.004,,233.652
690,BOM,HYD,10:45:00,6,1:30:00,12:15:00,6,UK877,UK,Vistara,6417,,19471,77.004,,233.652
691,BOM,HYD,6:20:00,5,1:30:00,7:50:00,5,UK873,UK,Vistara,6417,,19545,77.004,,234.54
692,BOM,HYD,19:20:00,0,1:35:00,20:55:00,0,UK803,UK,Vistara,6417,8164,,77.004,97.968,
693,BOM,HYD,6:20:00,3,1:30:00,7:50:00,3,UK873,UK,Vistara,6596,,19471,79.152,,233.652
694,BOM,HYD,10:45:00,0,1:30:00,12:15:00,0,UK877,UK,Vistara,6596,,19471,79.152,,233.652
695,BOM,HYD,20:10:00,1,1:30:00,21:40:00,1,AI619,AI,Air India,6599,,19584,79.188,,235.008
696,BOM,HYD,20:10:00,6,1:30:00,21:40:00,6,AI619,AI,Air India,6599,,,79.188,,
697,BOM,HYD,20:10:00,2,1:30:00,21:40:00,2,AI619,AI,Air India,6599,,19584,79.188,,235.008
698,BOM,HYD,20:10:00,3,1:30:00,21:40:00,3,AI619,AI,Air India,6599,,19584,79.188,,235.008
699,BOM,HYD,20:10:00,4,1:30:00,21:40:00,4,AI619,AI,Air India,6599,,,79.188,,
700,BOM,HYD,10:45:00,2,1:30:00,12:15:00,2,UK877,UK,Vistara,6769,,,81.228,,
701,BOM,HYD,10:45:00,5,1:30:00,12:15:00,5,UK877,UK,Vistara,6769,,19545,81.228,,234.54
702,BOM,HYD,19:20:00,6,1:35:00,20:55:00,6,UK803,UK,Vistara,6769,7991,19471,81.228,95.892,233.652
703,BOM,HYD,19:20:00,5,1:35:00,20:55:00,5,UK803,UK,Vistara,6769,8164,,81.228,97.968,
704,BOM,HYD,17:30:00,4,1:20:00,18:50:00,4,6E5388,6E,IndiGo,6986,,,83.832,,
705,BOM,HYD,9:00:00,4,1:25:00,10:25:00,4,6E6603,6E,IndiGo,6986,,,83.832,,
706,BOM,HYD,19:55:00,2,1:25:00,21:20:00,2,6.00E+192,6E,IndiGo,6986,,,83.832,,
707,BOM,HYD,16:05:00,2,1:25:00,17:30:00,2,6E5314,6E,IndiGo,6986,,,83.832,,
708,BOM,HYD,18:05:00,3,1:25:00,19:30:00,3,6E5386,6E,IndiGo,6986,,,83.832,,
709,BOM,HYD,6:05:00,2,1:25:00,7:30:00,2,6E461,6E,IndiGo,6986,,,83.832,,
710,BOM,TRV,17:20:00,6,2:20:00,19:40:00,6,AI667,AI,Air India,9512,,,114.144,,
711,BOM,TRV,17:20:00,5,2:20:00,19:40:00,5,AI667,AI,Air India,9512,,,114.144,,
712,BOM,TRV,17:20:00,1,2:20:00,19:40:00,1,AI667,AI,Air India,9512,,,114.144,,
713,BOM,TRV,19:30:00,2,2:05:00,21:35:00,2,6E5302,6E,IndiGo,9900,,,118.8,,
714,BOM,TRV,19:30:00,1,2:05:00,21:35:00,1,6E5302,6E,IndiGo,9900,,,118.8,,
715,BOM,TRV,19:30:00,3,2:05:00,21:35:00,3,6E5302,6E,IndiGo,9900,,,118.8,,
716,BOM,TRV,19:30:00,5,2:05:00,21:35:00,5,6E5302,6E,IndiGo,9900,,,118.8,,
717,BOM,TRV,22:50:00,6,2:10:00,1:00:00,0,6E5302,6E,IndiGo,9900,,,118.8,,
718,BOM,TRV,15:30:00,4,2:15:00,17:45:00,4,6E5229,6E,IndiGo,9900,,,118.8,,
719,BOM,TRV,15:30:00,3,2:15:00,17:45:00,3,6E5229,6E,IndiGo,9900,,,118.8,,
720,BOM,TRV,15:30:00,6,2:15:00,17:45:00,6,6E5229,6E,IndiGo,9900,,,118.8,,
721,BOM,TRV,15:30:00,0,2:15:00,17:45:00,0,6E5229,6E,IndiGo,9900,,,118.8,,
722,BOM,TRV,15:30:00,1,2:15:00,17:45:00,1,6E5229,6E,IndiGo,9900,,,118.8,,
723,BOM,TRV,15:30:00,2,2:15:00,17:45:00,2,6E5229,6E,IndiGo,9900,,,118.8,,
724,BOM,TRV,15:30:00,5,2:15:00,17:45:00,5,6E5229,6E,IndiGo,9900,,,118.8,,
725,BOM,TRV,17:20:00,4,2:20:00,19:40:00,4,AI667,AI,Air India,11901,,,142.812,,
726,BOM,TRV,17:20:00,3,2:20:00,19:40:00,3,AI667,AI,Air India,11901,,,142.812,,
727,BOM,TRV,17:20:00,2,2:20:00,19:40:00,2,AI667,AI,Air India,11901,,,142.812,,
728,BOM,TRV,17:20:00,0,2:20:00,19:40:00,0,AI667,AI,Air India,15689,,,188.268,,
729,BOM,CCU,20:50:00,2,2:45:00,23:35:00,2,SG467,SG,SpiceJet,6514,,,78.168,,
730,BOM,CCU,6:10:00,2,2:45:00,8:55:00,2,SG241,SG,SpiceJet,6514,,,78.168,,
731,BOM,CCU,6:05:00,6,2:40:00,8:45:00,6,G8511,G8,Go First,6772,,,81.264,,
732,BOM,CCU,6:10:00,6,2:45:00,8:55:00,6,SG241,SG,SpiceJet,7215,,,86.58,,
733,BOM,CCU,6:05:00,2,2:40:00,8:45:00,2,G8511,G8,Go First,7588,,,91.056,,
734,BOM,CCU,20:50:00,6,2:45:00,23:35:00,6,SG467,SG,SpiceJet,8488,,,101.856,,
735,BOM,CCU,6:10:00,4,2:45:00,8:55:00,4,SG241,SG,SpiceJet,9973,,,119.676,,
736,BOM,CCU,17:20:00,1,2:35:00,19:55:00,1,UK773,UK,Vistara,10633,,34271,127.596,,411.252
737,BOM,CCU,7:00:00,4,2:40:00,9:40:00,4,UK771,UK,Vistara,10633,,34271,127.596,,411.252
738,BOM,CCU,14:05:00,1,2:50:00,16:55:00,1,UK775,UK,Vistara,10633,,,127.596,,
739,BOM,CCU,14:05:00,4,2:50:00,16:55:00,4,UK775,UK,Vistara,10633,,,127.596,,
740,BOM,CCU,14:05:00,0,2:50:00,16:55:00,0,UK775,UK,Vistara,10633,,,127.596,,
741,BOM,CCU,21:05:00,6,2:45:00,23:50:00,6,AI774,AI,Air India,10724,,34444,128.688,,413.328
742,BOM,CCU,21:05:00,2,2:45:00,23:50:00,2,AI774,AI,Air India,10724,,34444,128.688,,413.328
743,BOM,CCU,6:00:00,2,2:50:00,8:50:00,2,AI675,AI,Air India,10724,,,128.688,,
744,BOM,CCU,6:00:00,6,2:50:00,8:50:00,6,AI675,AI,Air India,10724,,,128.688,,
745,BOM,CCU,17:20:00,2,2:35:00,19:55:00,2,UK773,UK,Vistara,10819,,34271,129.828,,411.252
746,BOM,CCU,7:00:00,6,2:40:00,9:40:00,6,UK771,UK,Vistara,10819,,38585,129.828,,463.02
747,BOM,CCU,7:00:00,5,2:40:00,9:40:00,5,UK771,UK,Vistara,10819,,34373,129.828,,412.476
748,BOM,CCU,7:00:00,1,2:40:00,9:40:00,1,UK771,UK,Vistara,10819,,34271,129.828,,411.252
749,BOM,CCU,14:05:00,2,2:50:00,16:55:00,2,UK775,UK,Vistara,10819,,34271,129.828,,411.252
750,BOM,CCU,20:50:00,5,2:45:00,23:35:00,5,SG467,SG,SpiceJet,10820,,,129.84,,
751,BOM,CCU,6:10:00,1,2:45:00,8:55:00,1,SG241,SG,SpiceJet,10820,,,129.84,,
752,BOM,CCU,6:10:00,5,2:45:00,8:55:00,5,SG241,SG,SpiceJet,10820,,,129.84,,
753,BOM,CCU,6:00:00,0,2:50:00,8:50:00,0,AI675,AI,Air India,10821,,,129.852,,
754,BOM,AMD,7:05:00,5,1:10:00,8:15:00,5,G8365,G8,Go First,4683,,,56.196,,
755,BOM,AMD,15:55:00,5,1:10:00,17:05:00,5,G82504,G8,Go First,4683,,,56.196,,
756,BOM,AMD,19:35:00,5,1:25:00,21:00:00,5,G8364,G8,Go First,4683,,,56.196,,
757,BOM,AMD,21:50:00,5,1:20:00,23:10:00,5,G8363,G8,Go First,4913,,,58.956,,
758,BOM,AMD,22:35:00,1,1:15:00,23:50:00,1,UK919,UK,Vistara,6648,7804,17908,79.776,93.648,214.896
759,BOM,AMD,6:35:00,4,1:15:00,7:50:00,4,UK939,UK,Vistara,6648,7632,,79.776,91.584,
760,BOM,AMD,6:35:00,0,1:15:00,7:50:00,0,UK939,UK,Vistara,6648,7804,13592,79.776,93.648,163.104
761,BOM,AMD,20:00:00,0,1:25:00,21:25:00,0,UK949,UK,Vistara,6648,7804,13592,79.776,93.648,163.104
762,BOM,AMD,20:00:00,1,1:25:00,21:25:00,1,UK949,UK,Vistara,6648,7804,17908,79.776,93.648,214.896
763,BOM,AMD,20:00:00,4,1:25:00,21:25:00,4,UK949,UK,Vistara,6648,7804,17908,79.776,93.648,214.896
764,BOM,AMD,18:35:00,2,1:25:00,20:00:00,2,AI637,AI,Air India,6718,,13692,80.616,,164.304
765,BOM,AMD,6:35:00,3,1:15:00,7:50:00,3,UK939,UK,Vistara,6834,7804,17908,82.008,93.648,214.896
766,BOM,AMD,22:35:00,4,1:15:00,23:50:00,4,UK919,UK,Vistara,6834,7804,17908,82.008,93.648,214.896
767,BOM,AMD,22:35:00,5,1:15:00,23:50:00,5,UK919,UK,Vistara,6834,7804,17908,82.008,93.648,214.896
768,BOM,AMD,22:35:00,6,1:15:00,23:50:00,6,UK919,UK,Vistara,6834,7632,17908,82.008,91.584,214.896
769,BOM,AMD,6:35:00,6,1:15:00,7:50:00,6,UK939,UK,Vistara,6834,7632,17908,82.008,91.584,214.896
770,BOM,AMD,6:35:00,5,1:15:00,7:50:00,5,UK939,UK,Vistara,6834,7804,17908,82.008,93.648,214.896
771,BOM,AMD,22:35:00,3,1:15:00,23:50:00,3,UK919,UK,Vistara,6834,7804,17908,82.008,93.648,214.896
772,BOM,AMD,6:35:00,2,1:15:00,7:50:00,2,UK939,UK,Vistara,6834,7804,13592,82.008,93.648,163.104
773,BOM,AMD,22:35:00,2,1:15:00,23:50:00,2,UK919,UK,Vistara,6834,7804,13592,82.008,93.648,163.104
774,BOM,AMD,22:35:00,0,1:15:00,23:50:00,0,UK919,UK,Vistara,6834,7804,13592,82.008,93.648,163.104
775,BOM,AMD,20:00:00,2,1:25:00,21:25:00,2,UK949,UK,Vistara,6834,7804,,82.008,93.648,
776,BOM,AMD,20:00:00,5,1:25:00,21:25:00,5,UK949,UK,Vistara,6834,7804,17908,82.008,93.648,214.896
777,BOM,AMD,20:00:00,3,1:25:00,21:25:00,3,UK949,UK,Vistara,6834,7804,,82.008,93.648,
778,BOM,AMD,20:00:00,6,1:25:00,21:25:00,6,UK949,UK,Vistara,6834,7632,17908,82.008,91.584,214.896
779,BOM,CCJ,6:40:00,3,2:15:00,8:55:00,3,AI581,AI,Air India,5870,,20068,70.44,,240.816
780,BOM,CCJ,6:40:00,0,2:15:00,8:55:00,0,AI581,AI,Air India,5870,,20068,70.44,,240.816
781,BOM,CCJ,6:40:00,1,2:15:00,8:55:00,1,AI581,AI,Air India,5921,,20068,71.052,,240.816
782,BOM,CCJ,6:40:00,2,2:15:00,8:55:00,2,AI581,AI,Air India,5921,,20068,71.052,,240.816
783,BOM,CCJ,6:40:00,5,2:15:00,8:55:00,5,AI581,AI,Air India,6837,,20068,82.044,,240.816
784,BOM,CCJ,6:40:00,6,2:15:00,8:55:00,6,AI581,AI,Air India,6837,,20068,82.044,,240.816
785,BOM,CCJ,6:40:00,4,2:15:00,8:55:00,4,AI581,AI,Air India,6878,,20068,82.536,,240.816
786,BOM,CCJ,12:30:00,2,1:45:00,14:15:00,2,6E5393,6E,IndiGo,8566,,,102.792,,
787,BOM,CCJ,12:30:00,6,1:45:00,14:15:00,6,6E5393,6E,IndiGo,8566,,,102.792,,
788,BOM,CCJ,12:30:00,5,1:45:00,14:15:00,5,6E5393,6E,IndiGo,8566,,,102.792,,
789,BOM,CCJ,12:30:00,1,1:45:00,14:15:00,1,6E5393,6E,IndiGo,8566,,,102.792,,
790,BOM,CCJ,12:30:00,0,1:45:00,14:15:00,0,6E5393,6E,IndiGo,8566,,,102.792,,
791,BOM,CCJ,12:30:00,3,1:45:00,14:15:00,3,6E5393,6E,IndiGo,8566,,,102.792,,
792,BOM,CCJ,12:30:00,4,1:45:00,14:15:00,4,6E5393,6E,IndiGo,8566,,,102.792,,
793,BOM,JAI,15:20:00,1,1:55:00,17:15:00,1,G82607,G8,Go First,5887,,,70.644,,
794,BOM,JAI,15:25:00,1,2:00:00,17:25:00,1,I5678,I5,AirAsia India,6327,,,75.924,,
795,BOM,JAI,11:20:00,0,2:05:00,13:25:00,0,AI611,AI,Air India,7297,,20068,87.564,,240.816
796,BOM,JAI,15:20:00,0,1:55:00,17:15:00,0,G82607,G8,Go First,8151,,,97.812,,
797,BOM,JAI,15:20:00,2,1:55:00,17:15:00,2,G82607,G8,Go First,8151,,,97.812,,
798,BOM,JAI,17:20:00,6,1:35:00,18:55:00,6,6E6515,6E,IndiGo,8268,,,99.216,,
799,BOM,JAI,22:55:00,5,1:35:00,0:30:00,6,6E624,6E,IndiGo,8268,,,99.216,,
800,BOM,JAI,22:55:00,0,1:35:00,0:30:00,1,6E624,6E,IndiGo,8268,,,99.216,,
801,BOM,JAI,22:55:00,3,1:35:00,0:30:00,4,6E624,6E,IndiGo,8268,,,99.216,,
802,BOM,JAI,22:55:00,2,1:35:00,0:30:00,3,6E624,6E,IndiGo,8268,,,99.216,,
